,neighborhood,post title,URL,price,longitude,latitude
0, (Forest Park),"BRIGHT 1 BED, SS Appliances with Balcony - METRA & GREEN LINE $995",https://chicago.craigslist.org/nch/apa/d/forest-park-bright-1-bed-ss-appliances/7068493411.html,995,-87.8106,41.8744
1, (Forest Park),Studio ($690) and 1 Bedroom ($810/$850) Apartments Available,https://chicago.craigslist.org/nwc/apa/d/studio-690-and-1-bedroom-apartments/7068826683.html,,-87.8106,41.8744
2, (FOREST PARK),GIANT BALCONY &  HEATED GARAGE 1 BDRM APT.,https://chicago.craigslist.org/wcl/apa/d/giant-balcony-heated-garage-1-bdrm-apt/7069194317.html,1100,-87.8106,41.8744
3, (Forest Park),SEMI-MODERN ONE BEDROOMS FROM $1005-1015 - 227,https://chicago.craigslist.org/wcl/apa/d/forest-park-semi-modern-one-bedrooms/7072653922.html,1005,-87.8106,41.8744
4, (Forest Park),"FOREST PARK / OAK PARK 1 Bedroom, Balcony, 60130 METRA & GREEN LINE",https://chicago.craigslist.org/nch/apa/d/forest-park-forest-park-oak-park-1/7079812441.html,985,-87.8106,41.8744
5, (Elmhurst),CHEAP & CLEAN 1 BDRM GARDEN APT.,https://chicago.craigslist.org/wcl/apa/d/forest-park-cheap-clean-1-bdrm-garden/7082082422.html,750,-87.8106,41.8744
6," (Forest Park, IL)","7219 Madison, Forest Park",https://chicago.craigslist.org/wcl/apa/d/forest-park-7219-madison-forest-park/7082926273.html,,-87.8106,41.8744
7, (7535 Jackson Blvd),Forest Park 1 Bedroom Apt Near Transportation!,https://chicago.craigslist.org/chc/apa/d/forest-park-forest-park-1-bedroom-apt/7068213749.html,1125,-87.814258,41.875831
8, (7535 Jackson Blvd),Forest Park 1 Bedroom Apt Near Transportation!,https://chicago.craigslist.org/chc/apa/d/forest-park-forest-park-1-bedroom-apt/7072614739.html,1040,-87.814258,41.875831
9, (7535 Jackson Blvd),Forest Park 1 Bedroom Apt Near Transportation!,https://chicago.craigslist.org/chc/apa/d/forest-park-forest-park-1-bedroom-apt/7076937611.html,1125,-87.814258,41.875831
10, (7535 Jackson Blvd),Forest Park 1 Bedroom Apt Near Transportation!,https://chicago.craigslist.org/chc/apa/d/forest-park-forest-park-1-bedroom-apt/7080289254.html,1050,-87.814258,41.875831
11, (7535 Jackson Blvd),Forest Park 1 Bedroom Apt Near Transportation!,https://chicago.craigslist.org/chc/apa/d/forest-park-forest-park-1-bedroom-apt/7082167184.html,1050,-87.814258,41.875831
12, (Madison and Lathrop),Beautiful Downtown Forest Park Apartment,https://chicago.craigslist.org/wcl/apa/d/beautiful-downtown-forest-park-apartment/7074508529.html,925,-87.814358,41.879331
13, (Forest Park),Modern & Bright Oak Park Apt - Walk Everywhere,https://chicago.craigslist.org/wcl/apa/d/modern-bright-oak-park-apt-walk/7083356903.html,1590,-87.814368,41.879525
14, (Forest Park),"1 Bedroom, 2nd floor",https://chicago.craigslist.org/wcl/apa/d/forest-park-1-bedroom-2nd-floor/7071769396.html,1000,-87.813721,41.880234
15, (214 Circle ave. #206 Forest Park),214 Circle Ave.  Forest Park #206,https://chicago.craigslist.org/wcl/apa/d/214-circle-ave-forest-park-206/7074401211.html,1085,-87.809408,41.882838
16, (Washington and Kenilworth),One Bedroom Apartment in Oak Park,https://chicago.craigslist.org/wcl/apa/d/oak-park-one-bedroom-apartment-in-oak/7069480759.html,950,-87.803958,41.881531
17, (Forest Park),Apartment Near Loyola Hospital,https://chicago.craigslist.org/wcl/apa/d/forest-park-apartment-near-loyola/7083135274.html,1250,-87.818768,41.867591
18, (Forest Park),"Modern, Spacious Forest Park Studio",https://chicago.craigslist.org/wcl/apa/d/oak-park-modern-spacious-forest-park/7082358318.html,815,-87.806205,41.883331
19, (Oak Park),ONE BEDROOM BLOCKS FROM 290! - 901,https://chicago.craigslist.org/wcl/apa/d/oak-park-one-bedroom-blocks-from/7083488067.html,1095,-87.797958,41.872431
20," (328 Wisconsin Ave., #2D)","Stainless Steel Appliances, Granite Counters, Cherry Cabinets",https://chicago.craigslist.org/wcl/apa/d/stainless-steel-appliances-granite/7068962554.html,1355,-87.802205,41.882343
21, (Forest Park),QUIET STUDIO APARTMENT - 102,https://chicago.craigslist.org/wcl/apa/d/river-forest-quiet-studio-apartment-102/7082705266.html,895,-87.813081,41.885042
22," (Oak Park, IL)",Beautiful 1BR Vintage Condo,https://chicago.craigslist.org/chc/apa/d/oak-park-beautiful-1br-vintage-condo/7075757680.html,1350,-87.804022,41.884819
23, (Forest Park),Apartment for Rent,https://chicago.craigslist.org/wcl/apa/d/chicago-apartment-for-rent/7081566564.html,,-87.805236,41.862804
24, (Washington and Kenilworth),2 1/2 Room Studio in Oak Park,https://chicago.craigslist.org/wcl/apa/d/oak-park-room-studio-in-oak-park/7077102554.html,800,-87.796958,41.881631
25, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7066686250.html,1375,-87.800991,41.885831
26, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7068272422.html,1375,-87.800991,41.885831
27, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7069481059.html,1375,-87.800991,41.885831
28, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7072662723.html,1375,-87.800991,41.885831
29, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7073889308.html,1375,-87.800991,41.885831
30, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7075255301.html,1375,-87.800991,41.885831
31, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7077658951.html,1375,-87.800991,41.885831
32, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7078274506.html,1375,-87.800991,41.885831
33, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7079583850.html,1375,-87.800991,41.885831
34, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7081445826.html,1375,-87.800991,41.885831
35, (1033-45 Pleasant),*RE-LET*Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-re-letgorgeous-one-bedroom/7081465853.html,1375,-87.800991,41.885831
36, (1033-45 Pleasant),*RE-LET*Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-re-letgorgeous-one-bedroom/7082695331.html,1375,-87.800991,41.885831
37, (1033-45 Pleasant),Gorgeous  One Bedroom  Units (Oak Park ) Mills Park Apartments,https://chicago.craigslist.org/wcl/apa/d/oak-park-gorgeous-one-bedroom-units-oak/7082698705.html,1375,-87.800991,41.885831
38, (Oak Park),801-811 S. Euclid Ave,https://chicago.craigslist.org/wcl/apa/d/oak-park-euclid-ave/7079729175.html,,-87.792998,41.879744
39, (Forest Park),Renovated in Forest Park!,https://chicago.craigslist.org/wcl/apa/d/chicago-renovated-in-forest-park/7069720342.html,995,-87.803872,41.860804
40, (Oak Park),Parking Spot Available,https://chicago.craigslist.org/wcl/apa/d/oak-park-parking-spot-available/7081662773.html,,-87.795074,41.8841
41, (Oak Park),Oak Park Condo Quality 1 Bedroom (excellent Oak Park location) - 622-3,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-condo-quality-1/7072652416.html,1410,-87.790176,41.872637
42, (Oak Park),One bedroom steps from Blue Line! - 618-3E,https://chicago.craigslist.org/wcl/apa/d/oak-park-one-bedroom-steps-from-blue/7070474590.html,1385,-87.789995,41.872643
43, (Oak Park),Oak Park Condo Quality 1 Bedroom (excellent Oak Park location) 618-1E,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-condo-quality-1/7074855791.html,1385,-87.789995,41.872643
44, (Oak Park),Studio Within Walking Distance to Downtown Oak Park! - 645,https://chicago.craigslist.org/wcl/apa/d/oak-park-studio-within-walking-distance/7068198411.html,825,-87.791084,41.879742
45, (Oak Park),Oak Park Condo Quality 1 Bedroom (excellent Oak Park location) - 616-3,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-condo-quality-1/7074862308.html,1450,-87.789905,41.872646
46, (Oak Park),Oak Park Condo Quality 1 Bedroom (excellent Oak Park location)-612-2S,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-condo-quality-1/7068202831.html,1435,-87.789724,41.872651
47, (Oak Park),Oak Park Condo Quality 1 Bedroom (excellent Oak Park location) 612-1N,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-condo-quality-1/7081413863.html,1410,-87.789724,41.872651
48, (Oak Park),Oak Park Condo Quality 1 Bedroom (excellent Oak Park location)-612-2N,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-condo-quality-1/7081416504.html,1410,-87.789724,41.872651
49, (Oak Park),GREAT LOCATION ONE BEDROOM FROM $995-1050- 950,https://chicago.craigslist.org/wcl/apa/d/oak-park-great-location-one-bedroom/7072654520.html,995,-87.7877,41.8725
50, (Oak Park),SEMI-MODERN ONE BEDROOMS FROM $1125-1175 -400S,https://chicago.craigslist.org/wcl/apa/d/oak-park-semi-modern-one-bedrooms-from-s/7072653289.html,1125,-87.787702,41.881564
51, (Park),Sunny and Renovated in the heart of Oak Park!,https://chicago.craigslist.org/wcl/apa/d/oak-park-sunny-and-renovated-in-the/7069806092.html,1050,-87.791705,41.88672
52, (Oak Park),Comfortable 1B1B Condo for rent,https://chicago.craigslist.org/wcl/apa/d/oak-park-comfortable-1b1b-condo-for-rent/7076631061.html,990,-87.791158,41.886831
53, (Oak Park),"1bd 1ba with in-unit WD, modern elevator building",https://chicago.craigslist.org/wcl/apa/d/oak-park-1bd-1ba-with-in-unit-wd-modern/7081599675.html,1625,-87.79295,41.888413
54, (Oak Park),VINTAGE ONE BEDROOMS FROM $975- - 458,https://chicago.craigslist.org/wcl/apa/d/oak-park-vintage-one-bedrooms-from/7072655060.html,975,-87.786608,41.881824
55, (Oak Park),OAK PARK COMMUNITY ! RARE PRICE & LOCATION ! (Now Available!),https://chicago.craigslist.org/chc/apa/d/oak-park-oak-park-community-rare-price/7071158124.html,1720,-87.792458,41.888431
56, (Oak Park),LIVE COMFORTABLY IN OAK PARK! (NOW AVAILABLE),https://chicago.craigslist.org/chc/apa/d/oak-park-live-comfortably-in-oak-park/7073572499.html,1429,-87.792458,41.888431
57, (New York),Just Renovated! Beautiful One Bedroom In Oak Park With Parking,https://chicago.craigslist.org/wcl/apa/d/oak-park-just-renovated-beautiful-one/7076098442.html,1100,-87.786058,41.881619
58, (Oak Park),Adorable Oak Park Apartment for Rent,https://chicago.craigslist.org/wcl/apa/d/oak-park-adorable-oak-park-apartment/7066655296.html,995,-87.784224,41.872209
59, (Berwyn),Studio apartment with full-size kitchen!,https://chicago.craigslist.org/wcl/apa/d/chicago-studio-apartment-with-full-size/7069694002.html,700,-87.793872,41.857767
60, (Oak Park),Oak Park Apartment 5 min walk from Green Line and Downtown,https://chicago.craigslist.org/chc/apa/d/oak-park-oak-park-apartment-5-min-walk/7067162124.html,1379,-87.794558,41.891411
61, (Oak Park),Oak Park Apartment 5 min walk from Green Line and Downtown,https://chicago.craigslist.org/chc/apa/d/oak-park-oak-park-apartment-5-min-walk/7071454526.html,1379,-87.794558,41.891411
62, (Oak Park),Oak Park Apartment 5 min walk from Green Line and Downtown,https://chicago.craigslist.org/chc/apa/d/oak-park-oak-park-apartment-5-min-walk/7075270918.html,1379,-87.794558,41.891411
63, (Villa Park),2bed/1bath apartment Steps to Metra(heat included) MUST SEE,https://chicago.craigslist.org/nwc/apa/d/hines-2bed-1bath-apartment-steps-to/7081653857.html,1249,-87.8355,41.8623
64, (Berwyn),"Studios, one and two bedrooms available from $895-1150 in Berwyn-6301",https://chicago.craigslist.org/wcl/apa/d/oak-park-studios-one-and-two-bedrooms/7072656348.html,895,-87.781457,41.865184
65, (Oak Park),One bedroom available now - beautiful- spacious closets,https://chicago.craigslist.org/chc/apa/d/oak-park-one-bedroom-available-now/7084172614.html,1340,-87.782954,41.886428
66, (Oak Park),Jumbo one bdrm condo for rent,https://chicago.craigslist.org/wcl/apa/d/oak-park-jumbo-one-bdrm-condo-for-rent/7069134516.html,1200,-87.7895,41.8925
67, (Oak Park),VINTAGE ONE BEDROOM - 900,https://chicago.craigslist.org/wcl/apa/d/oak-park-vintage-one-bedroom-900/7074856345.html,1450,-87.777957,41.872658
68, (North Riverside),NORTH RIVERSIDE 1BD 1 BATH - Cat Friendly - 2nd Floor - Quiet & Clean,https://chicago.craigslist.org/wcl/apa/d/chicago-north-riverside-1bd-1-bath-cat/7083959032.html,865,-87.803234,41.850325
69, (Maywood IL),$850/mo- 1BR/ 1BA htd Maywood,https://chicago.craigslist.org/wcl/apa/d/maywood-850-mo-1br-1ba-htd-maywood/7070475528.html,850,-87.8433,41.8793
70, (OAK PARK),Arts District Studio w/ ALL UTILITIES + INTERNET,https://chicago.craigslist.org/wcl/apa/d/oak-park-arts-district-studio-all/7083186359.html,925,-87.775824,41.872731
71, (Oak Park),Great Clean 1 Bedroom ID: 69934000,https://chicago.craigslist.org/wcl/apa/d/oak-park-great-clean-1-bedroom-id/7072850639.html,795,-87.774557,41.880031
72, (Harvard and Austin),Oak Park Studio $750,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-park-studio-750/7070574332.html,750,-87.774157,41.869131
73, (822 S. Austin),OAK PARK!Spacious Bright 1 Bedroom $925   Oak Park,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-parkspacious-bright-1/7073286435.html,925,-87.774157,41.869131
74, (822 S. Austin),OAK PARK!Spacious Bright 1 Bedroom $925   Oak Park,https://chicago.craigslist.org/wcl/apa/d/oak-park-oak-parkspacious-bright-1/7075038125.html,900,-87.774157,41.869131
75, (Chicago`),Studio  Chicago/Oak Park Border   $750,https://chicago.craigslist.org/wcl/apa/d/oak-park-studio-chicago-oak-park-border/7069982982.html,750,-87.774057,41.867231
76, (chicago),peterson/damen,https://chicago.craigslist.org/chc/apa/d/chicago-peterson-damen/7073933397.html,,-87.7166,41.9972
77, (West Ridge),Updated 2nd floor 1 bedroom,https://chicago.craigslist.org/chc/apa/d/chicago-updated-2nd-floor-1-bedroom/7073108129.html,960,-87.703488,42.000125
78, (Chicago),Hollywood park - Apartment for rent,https://chicago.craigslist.org/nch/apa/d/chicago-hollywood-park-apartment-for/7081685490.html,1400,-87.711567,41.987
79, (West Ridge/ Chicago),"1BR, 2BR and 3BR apartments (one month free rent)",https://chicago.craigslist.org/chc/apa/d/chicago-1br-2br-and-3br-apartments-one/7078756559.html,1,-87.694867,41.997804
80, (North Park),Large 1 Bedroom in Great North Park Location,https://chicago.craigslist.org/chc/apa/d/chicago-large-1-bedroom-in-great-north/7069762912.html,1195,-87.713932,41.980302
81, (Rogers  Park),3 Bedroom /1.5 Bathroom walk to Lincolnwood  Mall,https://chicago.craigslist.org/chc/apa/d/3-bedroom-15-bathroom-walk-to/7073461825.html,1650,-87.704603,42.011915
82, (Rogers  Park),3 Bedroom /1.5 Bathroom walk to Lincolnwood  Mall,https://chicago.craigslist.org/chc/apa/d/3-bedroom-15-bathroom-walk-to/7082258995.html,1600,-87.704603,42.011915
83, (North Park),North Park 1 BR Heated - Avail. Feb 1 - No Security Deposit,https://chicago.craigslist.org/chc/apa/d/chicago-north-park-1-br-heated-avail/7081380361.html,1195,-87.713758,41.979431
84, (6221 N Artesian Ave- West Ridge),1 bedroom apartments available 6221-23 N Artesian Ave,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-apartments-available/7084238029.html,1075,-87.691177,41.994598
85, (Rogers Park),Huge 1 Bedroom Available Now - Dining Room - Heat Included,https://chicago.craigslist.org/chc/apa/d/chicago-huge-1-bedroom-available-now/7083066170.html,1050,-87.697515,42.010281
86, (5801 N Rockwell Chicago il),"Lincoln Square area 1 BR. , Non smoking, Great Yard, Heat Included!",https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-square-area-1-br-non/7077181991.html,995,-87.694457,41.986831
87, (West Rogers Park),BEAUTIFULLY FURNISHED APARTMENT ON QUIET STREET,https://chicago.craigslist.org/chc/apa/d/chicago-beautifully-furnished-apartment/7067945887.html,875,-87.6947,42.0086
88, (West Rogers Park),Spacious and updated 1b/1ba garden apartment,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-and-updated-1b-1ba/7074990609.html,1000,-87.6947,42.0086
89, (GREAT 3RD FLOOR CONDO),"LOTS OF CLOSETS, MODERN KITCHEN, HEAT INCLUDED",https://chicago.craigslist.org/chc/apa/d/chicago-lots-of-closets-modern-kitchen/7072884785.html,1025,-87.690758,42.005049
90, (2236 W. Farwell),FARWELL AVE 1 BEDROOM IN ROGERS PARK,https://chicago.craigslist.org/chc/apa/d/chicago-farwell-ave-1-bedroom-in-rogers/7074744532.html,950,-87.690409,42.005058
91, (Chicago - West Rogers Park),"1bed/1bath GUT Rehab building, near Mall, shopping, buses, dogs/cats",https://chicago.craigslist.org/chc/apa/d/chicago-1bed-1bath-gut-rehab-building/7072081253.html,1100,-87.695158,42.011231
92, (2226 W Farwell #1),Heat included!,https://chicago.craigslist.org/nch/apa/d/chicago-heat-included/7078442740.html,950,-87.690457,42.006231
93, (Chicago),Sunny 1 Bedroom in West Rogers Park! In Unit Laundry!!,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-1-bedroom-in-west-rogers/7079722587.html,1075,-87.693496,42.011266
94, (edgewater),1 bdrm with diningroom,https://chicago.craigslist.org/nch/apa/d/chicago-1-bdrm-with-diningroom/7081995758.html,850,-87.686357,41.994968
95," (Lincoln Square, Budlong Woods)","Large 1 Bedroom, Parking Spot, Balcony, Top Floor",https://chicago.craigslist.org/chc/apa/d/chicago-large-1-bedroom-parking-spot/7080695836.html,1300,-87.694767,41.981431
96, (AVAILABLE NOW),"NICE CONDO, GREAT AREA, HEAT AND PARKING INCLUDED",https://chicago.craigslist.org/chc/apa/d/chicago-nice-condo-great-area-heat-and/7077028215.html,1050,-87.688301,42.005484
97, (North Park/Albany Park),Large Sunny Rehabbed 1 BR with Rooftop Deck,https://chicago.craigslist.org/chc/apa/d/chicago-large-sunny-rehabbed-1-br-with/7084667608.html,1250,-87.707355,41.974982
98, (5000 n kimball),North Park - 1 Bed- 1st floor- heated- very large,https://chicago.craigslist.org/chc/apa/d/chicago-north-park-1-bed-1st-floor/7083039041.html,910,-87.713657,41.972831
99, (5000 n kimball),North Park - 1 Bed- 1st floor- heated- very large,https://chicago.craigslist.org/chc/apa/d/chicago-north-park-1-bed-1st-floor/7084764111.html,910,-87.713657,41.972831
100, (Chicago),Apartment for rent,https://chicago.craigslist.org/chc/apa/d/chicago-apartment-for-rent/7066918875.html,1100,-87.683765,41.993323
101, (Lincoln Square),"1BR – Large, Sunny Lincoln Square Condo",https://chicago.craigslist.org/chc/apa/d/chicago-1br-large-sunny-lincoln-square/7083888501.html,1250,-87.691957,41.979621
102, (Bowmanville Lincoln Square),One Bedroom Bauhaus in Bowmanville,https://chicago.craigslist.org/chc/apa/d/chicago-one-bedroom-bauhaus-in/7082190588.html,1100,-87.690757,41.98029
103, (CHICAGO),"$1010 / 1br - 900ft2 - COZY 1 BED, HEAT INCLUDED (CHICAGO)",https://chicago.craigslist.org/chc/apa/d/chicago-br-900ft2-cozy-1-bed-heat/7077873937.html,1100,-87.692963,41.977731
104, (West Rogers Park),Sunny large newly updated. Elevator building! Parking!,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-large-newly-updated/7075909444.html,1050,-87.68119,41.994496
105, (Chicago Budlong Woods),Fantastic Modern 1 Bedroom w/ Parking Available,https://chicago.craigslist.org/chc/apa/d/chicago-fantastic-modern-1-bedroom/7070342169.html,1200,-87.695228,41.975931
106, (2608 W Foster),2608 W Foster - 1 Bedroom Apt Available,https://chicago.craigslist.org/nch/apa/d/chicago-2608-foster-1-bedroom-apt/7077398163.html,,-87.694514,41.975931
107, (2353 W. Jarvis # 1G),West Rogers Park Deluxe Studio,https://chicago.craigslist.org/chc/apa/d/chicago-west-rogers-park-deluxe-studio/7079948292.html,825,-87.68958,42.015596
108, (2104-24 W Foster Ave - Bowmanville),1 bedroom apartments available  for rent! 2104-24 Foster,https://chicago.craigslist.org/nwc/apa/d/chicago-1-bedroom-apartments-available/7083973022.html,1280,-87.692457,41.975931
109, (rogers park),"1,2,3,4beds",https://chicago.craigslist.org/nch/apa/d/chicago-1234beds/7079651463.html,,-87.680157,41.990931
110, (Eastwood & Leavitt),"Radiant Studio, 1 Bath in Lincoln Square, Available: 3/1/2020",https://chicago.craigslist.org/chc/apa/d/chicago-radiant-studio-1-bath-in/7068610107.html,1365,-87.7042,41.9703
111, (Maplewood & Lawrence),"Nice Studio/1 Bath in Lincoln Square, heat/water/gas incl!  Avail:Now!",https://chicago.craigslist.org/chc/apa/d/chicago-nice-studio-1-bath-in-lincoln/7068724451.html,950,-87.7042,41.9703
112, (Carpenter & 32nd),"Phenomenal 1 Bedroom, 1 Bath in Bridgeport, Available: Now",https://chicago.craigslist.org/chc/apa/d/chicago-phenomenal-1-bedroom-1-bath-in/7068850060.html,1300,-87.7042,41.9703
113, (Hoyne & Ainslie),"Terrific 1 Bedroom, Ravenswood, Heat Included, Brown Line  4/1/2020",https://chicago.craigslist.org/chc/apa/d/chicago-terrific-1-bedroom-ravenswood/7071181578.html,1395,-87.7042,41.9703
114, (Hoyne & Ainslie),"Terrific 1 Bedroom, 1 Bath in Ravenswood, Available: 4/1/2020",https://chicago.craigslist.org/chc/apa/d/chicago-terrific-1-bedroom-1-bath-in/7073270282.html,1395,-87.7042,41.9703
115, (Albany Park),"ALBANY PARK Bright 2 Bedroom, Dishwasher, Balcony(4614)",https://chicago.craigslist.org/chc/apa/d/chicago-albany-park-bright-2-bedroom/7073446404.html,1250,-87.7042,41.9703
116, (Lincoln Square),Lincoln Square 1 Bedroom,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-square-1-bedroom/7073925002.html,1100,-87.7042,41.9703
117, (Lincoln Square),Beautiful 1 Bedroom Lincoln Square Apt.,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-1-bedroom-lincoln/7074753409.html,1650,-87.7042,41.9703
118, (Damen & Ainslie),"Comfortable Studio, 1 Bath in Ravenswood, Available: Now",https://chicago.craigslist.org/chc/apa/d/chicago-comfortable-studio-1-bath-in/7078728468.html,950,-87.7042,41.9703
119, (Chicago),$894 Studio in Lincoln Square near Rockwell Brown line,https://chicago.craigslist.org/chc/apa/d/chicago-894-studio-in-lincoln-square/7079274673.html,,-87.7042,41.9703
120, (RAVENWOOD/LINCOLN SQAURE),"ONE BEDROOM AVAIL NOW, RAVENWOOD/LINCOLN SQAURE",https://chicago.craigslist.org/chc/apa/d/chicago-one-bedroom-avail-now-ravenwood/7081213496.html,1275,-87.7042,41.9703
121, (Lincoln Square),BRAND NEW CONSTRUCTION - GREAT LOCATION - 2 BD 2 BR,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-construction-great/7083451517.html,2600,-87.7042,41.9703
122, (7301 N. Ridge),Rogers Park 1 Bedroom On Ridge Blvd.,https://chicago.craigslist.org/chc/apa/d/chicago-rogers-park-1-bedroom-on-ridge/7077683133.html,975,-87.682557,42.010231
123, (7301 N. Ridge),Rogers Park Studio On Ridge Blvd.,https://chicago.craigslist.org/chc/apa/d/chicago-rogers-park-studio-on-ridge-blvd/7077685100.html,750,-87.682557,42.010231
124, (Chicago),Huge 7445 N Claremont #2C,https://chicago.craigslist.org/nch/apa/d/chicago-huge-7445-claremont-2c/7078255836.html,925,-87.689158,42.017431
125, (3355 W. Eastwood),The Palomar-Remodeled Studios In Albany Park Kimball/Eastwood,https://chicago.craigslist.org/chc/apa/d/chicago-the-palomar-remodeled-studios/7077661137.html,750,-87.713557,41.968431
126, (Howard & Western),"Refurbished Studio, 1 Bath in Rogers Park, Available: Now",https://chicago.craigslist.org/nch/apa/d/evanston-refurbished-studio-1-bath-in/7068255014.html,1050,-87.691787,42.019465
127, (West Ridge),All the right features!  Central Air!  In unit laundry!,https://chicago.craigslist.org/chc/apa/d/evanston-all-the-right-features-central/7078989966.html,1295,-87.691787,42.019465
128, (553 n central ave),1 bedroom apt central ave 1st floor,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-apt-central-ave-1st/7083600579.html,,-87.7582,41.8829
129, (322 N. Lotus Ave. Chicago Ill 60651),1 bedroom apt 322 n Lotus basement,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-apt-322-lotus-basement/7083591823.html,800,-87.761757,41.887231
130, (ADAMS & CICERO),1 BEDROOM EVERYTHING BRAND NEW NO SECURITY DEPOSIT ADAMS & CICERO,https://chicago.craigslist.org/wcl/apa/d/chicago-1-bedroom-everything-brand-new/7081450964.html,,-87.745156,41.878632
131, (ADAMS & CICERO),1 BEDROOM EVERYTHING BRAND NEW  NO SECURITY DEPOSIT ADAMS & CICERO,https://chicago.craigslist.org/wcl/apa/d/chicago-1-bedroom-everything-brand-new/7068412881.html,,-87.745156,41.878132
132, (West Austin),"🔎👀 SEARCHING? SPECTACULAR 1-2BR w/ HEAT, EAT-IN KITCHEN, AC AND MORE",https://chicago.craigslist.org/wcl/apa/d/chicago-searching-spectacular-1-2br/7081475308.html,940,-87.771386,41.887902
133, (Austin),🎲LOVELY RENT SPECIAL IN AUSTIN🎲1BR|HEAT INCLUDED & HARDWOOD FLOORS,https://chicago.craigslist.org/wcl/apa/d/chicago-lovely-rent-special-in/7084001732.html,985,-87.76771,41.893098
134, (Oak Park),Great Clean 1 Bedroom ID: 69934000,https://chicago.craigslist.org/wcl/apa/d/oak-park-great-clean-1-bedroom-id/7072850639.html,795,-87.774557,41.880031
135, (CHICAGO),PIONEER PROPERTY ADVISORS APARTMENTS,https://chicago.craigslist.org/sox/apa/d/oak-park-pioneer-property-advisors/7075183680.html,,-87.774826,41.887712
136," (5911 W Huron St., Chicago, IL)",(Heat Included)(Laundry Available)(No Security Deposit)5911H,https://chicago.craigslist.org/chc/apa/d/oak-park-heat-includedlaundry/7078508639.html,800,-87.772331,41.89283
137," (West Town, Chicago)","1 Bed, 1 Bath Residential Rental West Town $1495",https://chicago.craigslist.org/chc/apa/d/chicago-1-bed-1-bath-residential-rental/7081705902.html,1495,-87.7411,41.8915
138, (CENTRAL & WESTEND),1 BEDROOM EVERYTHING HEAT INCLUDED NO SECURITY CENTRAL & WESTEND,https://chicago.craigslist.org/wcl/apa/d/chicago-1-bedroom-everything-heat/7071551898.html,,-87.764056,41.867431
