,neighborhood,post title,URL,price,longitude,latitude
1446," (River North, Merchandise Mart, Eastbank)",River North Convertible - Available MAY! 021,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-convertible/7071356219.html,2120,-87.634215,41.890836
1447," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",Get 1 Month FREE!  Renovated River North 1BD - Available NOW! 021,https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-renovated/7071356766.html,2195,-87.634215,41.890836
1448," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",Get 1 Month FREE!  Reno'd River North Corner 1BD - Available NOW! 021,https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-renod-river/7071357710.html,2250,-87.634215,41.890836
1449, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7072007665.html,2095,-87.634215,41.890836
1450, (Chicago - River North),Modern Jr 1 Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-jr-1-bedroom-in-river/7072067915.html,1800,-87.634215,41.890836
1451, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7073755406.html,2130,-87.634215,41.890836
1452," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",River North Studio - Available NOW! 140,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-studio-available/7073824015.html,1700,-87.634215,41.890836
1453," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",River North Studio - Available NOW! 140,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-studio-available/7073828352.html,2142,-87.634215,41.890836
1454," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",River North 1BD/1BA - Available JUNE! 140,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-1bd-1ba-available/7073829006.html,2271,-87.634215,41.890836
1455," (River North, Merchandise Mart, River Walk, Brown Line, Ohio)",River North Corner 1BD/1BA - Available MAY! 140,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-corner-1bd-1ba/7073829985.html,2566,-87.634215,41.890836
1456, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7077603574.html,2136,-87.634215,41.890836
1457, (Chicago - River North),Modern Jr 1 Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-jr-1-bedroom-in-river/7077625578.html,1800,-87.634215,41.890836
1458, (Chicago - River North),"Eco-luxe River North 1 BED+DEN - W/D in unit, Bright, Hardwood, Gym",https://chicago.craigslist.org/chc/apa/d/chicago-eco-luxe-river-north-1-bedden-d/7080635221.html,2250,-87.634215,41.890836
1459, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7081378495.html,2136,-87.634215,41.890836
1460, (Chicago),Fully Furnished - Month to Month - 1 Bedroom at One Eleven,https://chicago.craigslist.org/chc/apa/d/chicago-fully-furnished-month-to-month/7081753464.html,3500,-87.63147,41.887042
1461, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED / 2 BATH PLUS DEN – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-2-bath/7068666570.html,2383,-87.645753,41.887432
1462, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED / 2 BATH PLUS DEN – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-2-bath/7068668092.html,2223,-87.645753,41.887432
1463, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED / 1.5 BATH – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-15-bath/7069313469.html,2248,-87.645753,41.887432
1464, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED/ 2 BATH PLUS DEN – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-2-bath/7080698139.html,2335,-87.645753,41.887432
1465, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED / 2 BATH / DEN – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-2-bath/7080698460.html,2223,-87.645753,41.887432
1466, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED 1 BATH -- HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/awesome-west-loop-1-bed-1-bath-hwd/7084582300.html,2121,-87.645753,41.887432
1467, (Chicago - River North),"Boutique West Coast Style 1 Bd w Balcony, H/W Throughout,W/D,Granite!",https://chicago.craigslist.org/chc/apa/d/chicago-boutique-west-coast-style-1-bd/7068304338.html,2100,-87.634764,41.89144
1468, (West Loop),1 Bed + Den in Full Amenities Building,https://chicago.craigslist.org/chc/apa/d/chicago-1-bed-den-in-full-amenities/7081157897.html,2832,-87.644153,41.883232
1469, (River North),Large One Bed in River North - Great Price! w/d in unit!,https://chicago.craigslist.org/chc/apa/d/chicago-large-one-bed-in-river-north/7068374938.html,2100,-87.6373,41.8923
1470," (River North, Merchandise Mart, East Bank)","Spacious River North 1 bed w/ Upscale Features, Balcony, and Amenities",https://chicago.craigslist.org/chc/apa/d/chicago-spacious-river-north-1-bed/7069540530.html,2590,-87.6373,41.8923
1471, (Chicago - River North),"Studio in Luxury Building - W/D, large Closets, AMAZING Rooftop!",https://chicago.craigslist.org/chc/apa/d/chicago-studio-in-luxury-building-d/7069571211.html,1676,-87.6373,41.8923
1472," (River North, Near North, Gold Coast)","Rad River North with a View - 1 Bed/1 Ba w W/D, Walk In Closet, Pool",https://chicago.craigslist.org/chc/apa/d/chicago-rad-river-north-with-view-1-bed/7069667371.html,2145,-87.6373,41.8923
1473, (RIVER NORTH),**RIVER NORTH 1 BED...$2067,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-1-bed2067/7070458412.html,2067,-87.6373,41.8923
1474, (Chicago),***FREE MONTH ON THIS PERFECT MODERN RIVER NORTH 1-BED!***,https://chicago.craigslist.org/chc/apa/d/chicago-free-month-on-this-perfect/7070720992.html,2205,-87.6373,41.8923
1475," (River North, Near North, Gold Coast)","Rad River North with a View - 1 Bed/1 Ba w W/D, Walk In Closet, Pool",https://chicago.craigslist.org/chc/apa/d/chicago-rad-river-north-with-view-1-bed/7071704272.html,2145,-87.6373,41.8923
1476, (Chicago - River North),"Trendy,Luxury,CTA, Walk to bars,shops,nightlife,restaurants, modern",https://chicago.craigslist.org/chc/apa/d/chicago-trendyluxurycta-walk-to/7072358815.html,2321,-87.6373,41.8923
1477, (Chicago - River North),"River North 1 Bd/BA, Close to Cta, Bars, Shops, w/d in unit,gym, pool",https://chicago.craigslist.org/chc/apa/d/chicago-river-north-1-bd-ba-close-to/7072362748.html,2164,-87.6373,41.8923
1478, (Chicago - River North),"Fantastic Deal! River North 1 Bedroom, Movie Theater, Spa, Gym",https://chicago.craigslist.org/chc/apa/d/chicago-fantastic-deal-river-north-1/7072365632.html,2375,-87.6373,41.8923
1479," (River North, Gold Coast, Downtown)",Low-priced River North 1 Bed w/ Balcony & Pool.. Walk to Whole Foods,https://chicago.craigslist.org/chc/apa/d/chicago-low-priced-river-north-1-bed/7072855246.html,1891,-87.6373,41.8923
1480," (River North, Near North, Gold Coast)","River North 1 Bed with Lots of Space, Views, & a Pool",https://chicago.craigslist.org/chc/apa/d/chicago-river-north-1-bed-with-lots-of/7073369464.html,2451,-87.6373,41.8923
1481, (Chicago - River North),River North 1 Bed - Great Price - Awesome LOCATION! - W/D In Unit,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-1-bed-great-price/7073409744.html,1948,-87.6373,41.8923
1482, (Chicago - River North),"AMAZING 1BR - Great Price - Balcony, Gym, Pool!",https://chicago.craigslist.org/chc/apa/d/chicago-amazing-1br-great-price-balcony/7073424952.html,1768,-87.6373,41.8923
1483, (Chicago - River North),Luxury STUDIO w/ GREAT PRICE! Available now!,https://chicago.craigslist.org/chc/apa/d/chicago-luxury-studio-great-price/7074172144.html,1687,-87.6373,41.8923
1484," (River North, Near North, Gold Coast)","Rad River North with a View - 1 Bed/1 Ba w W/D, Walk In Closet, Pool",https://chicago.craigslist.org/chc/apa/d/chicago-rad-river-north-with-view-1-bed/7074989245.html,2145,-87.6373,41.8923
1485," (River North, Near North, Gold Coast)","Rad River North with a View - 1 Bed/1 Ba w W/D, Walk In Closet, Pool",https://chicago.craigslist.org/chc/apa/d/chicago-rad-river-north-with-view-1-bed/7074990034.html,2145,-87.6373,41.8923
1486," (River North, Gold Coast, Merchandise Mar)",River North Convertible - Available NOW!  100,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-convertible/7075687901.html,2176,-87.6373,41.8923
1487, (Chicago - Fulton River District),"Alluring Fulton River 1 Bed - in-unit WD, walk-in closet, reno kitchen",https://chicago.craigslist.org/chc/apa/d/chicago-alluring-fulton-river-1-bed-in/7068712935.html,1957,-87.6386,41.8868
1488, (The Loop),"Close-to-everything MVP, Your lifestyle just became effortless",https://chicago.craigslist.org/chc/apa/d/chicago-close-to-everything-mvp-your/7069116505.html,1732,-87.6386,41.8868
1489, (Chicago - Fulton River District),"Alluring Fulton River Jr 1 Bed - quick commute to Loop, 90/94, 290",https://chicago.craigslist.org/chc/apa/d/chicago-alluring-fulton-river-jr-1-bed/7081359066.html,2150,-87.639914,41.886736
1490, (Fulton Market),"Great DEAL 1 bed in Fulton Market District w/ WD, HRWD & HUGE closet!",https://chicago.craigslist.org/chc/apa/d/chicago-great-deal-1-bed-in-fulton/7067896592.html,2080,-87.639952,41.886932
1491, (Fulton Market),Large convertible in Fulton Market District w/ WD for April 11th!,https://chicago.craigslist.org/chc/apa/d/chicago-large-convertible-in-fulton/7068122155.html,1825,-87.639952,41.886932
1492, (Fulton Market),Large convertible Fulton Market w/ WD and balcony for March 11th!,https://chicago.craigslist.org/chc/apa/d/chicago-large-convertible-fulton-market/7068173112.html,1870,-87.639952,41.886932
1493, (Chicago - Fulton River District),"Ideal Convertible in Fulton River! W/D in-unit, Stainless Steel, Gym!",https://chicago.craigslist.org/chc/apa/d/chicago-ideal-convertible-in-fulton/7081460594.html,1899,-87.639989,41.886624
1494, (Chicago),345 N Canal St. Unit #1302,https://chicago.craigslist.org/chc/apa/d/345-canal-st-unit-1302/7077527750.html,2400,-87.640019,41.888065
1495, (RIVER NORTH/RIVER WEST/LOOP),"RETREAT TO THIS RIVER NORTH STUDIO – SS, QUARTZ, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-retreat-to-this-river-north/7080696810.html,2087,-87.636493,41.887922
1496, (RIVER NORTH/RIVER WEST/LOOP),"RETREAT TO THIS RIVER NORTH 1 BED / 1 BATH – SS, QUARTZ, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-retreat-to-this-river-north-1/7080696127.html,2509,-87.637701,41.888682
1497, (RIVER NORTH/RIVER WEST/LOOP),"RETREAT TO THIS RIVER NORTH CONVERTIBLE – SS, QUARTZ, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-retreat-to-this-river-north/7080696402.html,2425,-87.637654,41.888797
1498, (River North),"Luxury River North 1 bed WD, HRWD, balcony, POOL, Spa!",https://chicago.craigslist.org/chc/apa/d/chicago-luxury-river-north-1-bed-wd/7080016664.html,2391,-87.638755,41.889965
1499, (West Loop),West Loop - 1+Den includes pkg and utilities,https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-1den-includes-pkg-and/7079285435.html,2550,-87.642876,41.887442
1500, (River West/Fulton Market),Fulton Market/River West 1Bedroom for Sublet through June,https://chicago.craigslist.org/chc/apa/d/chicago-fulton-market-river-west/7079641055.html,2050,-87.642861,41.887769
1501, (The Loop),"Furnished, Modern 1BR in The Loop w/ Gym, near the Riverwalk",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-modern-1br-in-the/7077516375.html,2790,-87.634246,41.885896
1502, (chicago),1BR condo unfurnished available for rent available April,https://chicago.craigslist.org/chc/apa/d/chicago-1br-condo-unfurnished-available/7084455197.html,2200,-87.642961,41.885793
1503, (The Loop),"Furnished Spacious Loop 1BR w/ Pool, Gym, nr. the L & Riverwalk",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-spacious-loop-1br/7076920420.html,2790,-87.63405,41.886169
1504, (The Loop),"Furnished Urban Loop Studio w/ Pool, Gym, by Financial District",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-urban-loop-studio/7079551189.html,2290,-87.63405,41.886169
1505, (West Loop),"Furnished Sleek West Loop Studio w/ Gym, Pool, W/D, by RR",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-sleek-west-loop/7077632935.html,2590,-87.642837,41.885409
1506, (West Loop),Furnished Rad West Loop 1BR w/ Pool + Gym near Restaurant Row,https://chicago.craigslist.org/chc/apa/d/chicago-furnished-rad-west-loop-1br/7079567082.html,2890,-87.642837,41.885409
1507," (West Loop, Fulton Market, Downtown)","New Luxury 1Bedroom in West Loop, Available Now! - EM",https://chicago.craigslist.org/chc/apa/d/chicago-new-luxury-1bedroom-in-west/7069905765.html,2400,-87.642446,41.884595
1508, (Chicago - River North),Great Convertible w Sliding Door! Great Layout and Closet Space!,https://chicago.craigslist.org/chc/apa/d/chicago-great-convertible-sliding-door/7081451712.html,1947,-87.640021,41.890282
1509, (Chicago - River North),"Luxury Studio in River North! W/D in-unit, Full Amenity, Hardwood",https://chicago.craigslist.org/chc/apa/d/chicago-luxury-studio-in-river-north-d/7069533410.html,1624,-87.640225,41.890338
1510," (Loop, Wacker, River Walk, Clark/Lake, Daley Center)",Get $1000!  Loop Convertible - Available NOW!  035,https://chicago.craigslist.org/chc/apa/d/chicago-get-1000-loop-convertible/7068119508.html,1765,-87.634007,41.884544
1511, (Chicago - The Loop),"Boutique Loop Convertible - Washer/Dryer, Indoor Pool, Gym.",https://chicago.craigslist.org/chc/apa/d/chicago-boutique-loop-convertible/7069598977.html,1700,-87.634007,41.884544
1512, (Chicago - The Loop),"Playful JR 1 BED in The Loop with W/D IN UNIT, indoor pool, club room",https://chicago.craigslist.org/chc/apa/d/chicago-playful-jr-1-bed-in-the-loop/7080268523.html,1653,-87.634007,41.884544
1513, (LOOP / RIVER NORTH),"GREAT LOOP 1 BED / 1 BATH – HWD, GRANITE, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-great-loop-1-bed-1-bath-hwd/7080693056.html,2040,-87.634007,41.884544
1514, (LOOP / RIVER NORTH),"GREAT LOOP CONVERTIBLE – HWD, GRANITE, W/D",https://chicago.craigslist.org/chc/apa/d/chicago-great-loop-convertible-hwd/7080693444.html,1855,-87.634007,41.884544
1515, (Chicago - River North),"Convenient quiet location! River North 1/1, walk to Merc. Mart!",https://chicago.craigslist.org/chc/apa/d/chicago-convenient-quiet-location-river/7069263347.html,1850,-87.637006,41.890776
1516," (River North (CTA Red, Brown and Purple Lines))","DEAL River North studio. Gym, CTA, Whole Foods, available March 5!",https://chicago.craigslist.org/chc/apa/d/chicago-deal-river-north-studio-gym-cta/7067083930.html,1675,-87.644317,41.886832
1517, (River North),"Furnished Hip River North 1BR w/ Gym, Pool, near the L",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-hip-river-north-1br/7079543600.html,2690,-87.636533,41.890804
1518, (Chicago),Studio in heart of the loop!,https://chicago.craigslist.org/chc/apa/d/chicago-studio-in-heart-of-the-loop/7077160392.html,1700,-87.63371,41.884541
1519, (Chicago),Convertible in the heart of the Loop!!,https://chicago.craigslist.org/chc/apa/d/chicago-convertible-in-the-heart-of-the/7077178288.html,1715,-87.63371,41.884541
1520, (Chicago),One bed One bath in the heart of the Loop !!,https://chicago.craigslist.org/chc/apa/d/chicago-one-bed-one-bath-in-the-heart/7077183270.html,2160,-87.63371,41.884541
1521, (River North),Amenity Heaven: 1BR in High Rise/River North,https://chicago.craigslist.org/chc/apa/d/chicago-amenity-heaven-1br-in-high-rise/7072017067.html,1999,-87.639615,41.891125
1522, (Chicago - Fulton River District),"Great Price! 1B/1B -- W/D, Outdoor Pool, Gym, Steps to Fulton Market",https://chicago.craigslist.org/chc/apa/d/chicago-great-price-1b-1b-d-outdoor/7069581687.html,1882,-87.644259,41.888237
1523, (Chicago - River North),***AMAZING RENOVATED RIVER NORTH STUDIO FLOODED WITH LIGHT!***,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-renovated-river-north/7073014189.html,1854,-87.63974,41.891297
1524, (River North),***SPACIOUS RIVER NORTH 1-BED+BALCONY ALONG RIVER WALK!***,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-river-north-1/7073018445.html,2635,-87.63974,41.891297
1525, (RIVER NORTH),"SS APPLIANCES, FLOOR TO CEILING WINDOWS, HARDWOOD FLOORS",https://chicago.craigslist.org/chc/apa/d/chicago-ss-appliances-floor-to-ceiling/7068210638.html,2280,-87.635652,41.890832
1526, (Chicago - River North),"Trend-Setting River North Studio-W/D in-unit, Hardwood, Outdoor Pool",https://chicago.craigslist.org/chc/apa/d/chicago-trend-setting-river-north/7079420963.html,1683,-87.635652,41.890832
1527," (River North, Merchandise Mart, East Bank)",Get 1 Month FREE!  River North Studio - Available NOW! 138,https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-river-north/7076298861.html,1872,-87.63417,41.890033
1528," (River North, River Walk, Merchandise Mar)",Get 1 Month FREE!  River North - 1BD/1BA - Available NOW! 138,https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-river-north/7076299117.html,2372,-87.63417,41.890033
1529, (Chicago - River North),"Central River North 1B, Near Merchandise Mart, Red Line, and More",https://chicago.craigslist.org/chc/apa/d/chicago-central-river-north-1b-near/7072348000.html,2000,-87.636893,41.891295
1530, (Chicago - Fulton River District),"Huge 1B, Near River North, Restaurant Row, W/D, Near Jewel, Blue Line",https://chicago.craigslist.org/chc/apa/d/chicago-huge-1b-near-river-north/7072261375.html,2000,-87.644216,41.889028
1531, (Chicago),1 Bedroom Apartment for Rent,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-apartment-for-rent/7070271620.html,1850,-87.634394,41.883233
1532," (West Loop, Fulton Market, Downtown)",Gorgeous 1 bed + Den in West Loop with condo quality finishes!,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-1-bed-den-in-west-loop/7074971870.html,2477,-87.644248,41.884564
1533, (Chicago - River North),"Spacious River North Studio! Hip Location on the River, washer/dryer",https://chicago.craigslist.org/chc/apa/d/chicago-spacious-river-north-studio-hip/7069259968.html,1661,-87.639838,41.891494
1534, (Chicago - Fulton River District),Perfect Fulton Location! ~1/1~Laundry in unit~1 minute walk to Jewel,https://chicago.craigslist.org/chc/apa/d/chicago-perfect-fulton-location-1/7073635616.html,1875,-87.644312,41.88905
1535, (Chicago - West Loop),"West Loop Convertible, Hardwood, W/D, Walk to Ogilvie, French Market",https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-convertible-hardwood/7072272387.html,1967,-87.644007,41.88413
1536," (river north, merchandise mart, loop, river, east bank)",1 MO FREE in River North! Renovated STUDIO- NET EFFECTIVE RATE $1567,https://chicago.craigslist.org/chc/apa/d/chicago-1-mo-free-in-river-north/7068306218.html,1700,-87.637219,41.891554
1537," (river north, merchandise mart, loop, river, east bank)",1 MO FREE in RIVER NORTH! Renovated CONVERTIBLE- Net Rate $1837,https://chicago.craigslist.org/chc/apa/d/chicago-1-mo-free-in-river-north/7068324158.html,,-87.637219,41.891554
1538," (river north, merchandise mart, loop, river, east bank)",Heart of River North! Renovated 1 bed- close to everything!,https://chicago.craigslist.org/chc/apa/d/chicago-heart-of-river-north-renovated/7068328076.html,1995,-87.637219,41.891554
1539, (The Loop),"Furnished, Dapper Loop 1BR w/ Gym, Pool, W/D near the L",https://chicago.craigslist.org/chc/apa/d/chicago-furnished-dapper-loop-1br-gym/7079607139.html,2890,-87.634098,41.883256
1540, (Fulton Market),"DEAL Fulton Market corner 1 bed. WD, pool, gym, CTA available now!",https://chicago.craigslist.org/chc/apa/d/chicago-deal-fulton-market-corner-1-bed/7072593846.html,2242,-87.644353,41.889132
1541," (Fulton River District, West Loop)",West Loop Studio - Available NOW! 006,https://chicago.craigslist.org/chc/apa/d/chicago-west-loop-studio-available-now/7076842853.html,1892,-87.644353,41.889132
1542," (Fulton River District, West Loop, Ogilvie, Randolph Street)",Get $1000!  Fulton River District 1BD/1BA - Available 3/5! 006,https://chicago.craigslist.org/chc/apa/d/chicago-get-1000-fulton-river-district/7076843972.html,2228,-87.644353,41.889132
1543," (Fulton River District, West Loop)",Get $1000!  Fulton River District Corner 1BD - Available 4/18! 006,https://chicago.craigslist.org/chc/apa/d/chicago-get-1000-fulton-river-district/7076845298.html,2279,-87.644353,41.889132
1544, (Chicago - Fulton River District),"Fulton River Luxury! True 1 bedroom, gym onsite, pool, WASHER/DRYER!",https://chicago.craigslist.org/chc/apa/d/chicago-fulton-river-luxury-true-1/7076999137.html,1882,-87.644353,41.889132
1545," (West Loop, Fulton Market, Downtown)",Gorgeous Jr. 1 bed located in the West Loop! Rooftop pool & gym!,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-jr-1-bed-located-in/7074975071.html,1861,-87.644187,41.884137
1546, (chicago-LOOP),"208 Washington-1 Br/1 Ba,SS appl,hdwd,balcony,gas FP,w/d,fab amens",https://chicago.craigslist.org/chc/apa/d/chicago-208-washington-1-br-1-bass/7072954191.html,1725,-87.63389,41.883259
1547, (Loop),Great Loft-Style Condo in the Heart of the Loop,https://chicago.craigslist.org/chc/apa/d/chicago-great-loft-style-condo-in-the/7077974214.html,1700,-87.63389,41.883259
1548, (Chicago - River North),VIEWS FROM SKYSCRAPER ! BEST PRICE! AVAILABLE NOW!!,https://chicago.craigslist.org/chc/apa/d/chicago-views-from-skyscraper-best/7084307929.html,1755,-87.632463,41.884529
1549, (Chicago - West Loop),"Convertible In West Loop, Separate Bedroom, Large Living Room, 90/94!",https://chicago.craigslist.org/chc/apa/d/chicago-convertible-in-west-loop/7069791588.html,1545,-87.640353,41.881822
1550, (Chicago - River North),"Unbelievable 1/1+Den in River North! Private Balcony, W/D,SS,H/W!",https://chicago.craigslist.org/chc/apa/d/chicago-unbelievable-1-1den-in-river/7070398271.html,2150,-87.634538,41.890985
1551, (Chicago - River North),Modern Jr 1 Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-jr-1-bedroom-in-river/7068688016.html,1800,-87.634215,41.890836
1552, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7068690671.html,2095,-87.634215,41.890836
1553," (River North, Merchandise Mart, River Walk, Brown Line, Ohio)",Get 1 Month FREE!  Reno'd River North Studio - Available NOW! 021,https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-renod-river/7071355592.html,1810,-87.634215,41.890836
1554," (River North, Merchandise Mart, Eastbank)",River North Convertible - Available MAY! 021,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-convertible/7071356219.html,2120,-87.634215,41.890836
1555," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",Get 1 Month FREE!  Renovated River North 1BD - Available NOW! 021,https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-renovated/7071356766.html,2195,-87.634215,41.890836
1556," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",Get 1 Month FREE!  Reno'd River North Corner 1BD - Available NOW! 021,https://chicago.craigslist.org/chc/apa/d/chicago-get-1-month-free-renod-river/7071357710.html,2250,-87.634215,41.890836
1557, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7072007665.html,2095,-87.634215,41.890836
1558, (Chicago - River North),Modern Jr 1 Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-jr-1-bedroom-in-river/7072067915.html,1800,-87.634215,41.890836
1559, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7073755406.html,2130,-87.634215,41.890836
1560," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",River North Studio - Available NOW! 140,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-studio-available/7073824015.html,1700,-87.634215,41.890836
1561," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",River North Studio - Available NOW! 140,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-studio-available/7073828352.html,2142,-87.634215,41.890836
1562," (River North, Gold Coast, Merchandise Mart, Chicago Brown Lin)",River North 1BD/1BA - Available JUNE! 140,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-1bd-1ba-available/7073829006.html,2271,-87.634215,41.890836
1563," (River North, Merchandise Mart, River Walk, Brown Line, Ohio)",River North Corner 1BD/1BA - Available MAY! 140,https://chicago.craigslist.org/chc/apa/d/chicago-river-north-corner-1bd-1ba/7073829985.html,2566,-87.634215,41.890836
1564, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7077603574.html,2136,-87.634215,41.890836
1565, (Chicago - River North),Modern Jr 1 Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-jr-1-bedroom-in-river/7077625578.html,1800,-87.634215,41.890836
1566, (Chicago - River North),"Eco-luxe River North 1 BED+DEN - W/D in unit, Bright, Hardwood, Gym",https://chicago.craigslist.org/chc/apa/d/chicago-eco-luxe-river-north-1-bedden-d/7080635221.html,2250,-87.634215,41.890836
1567, (Chicago - River North),Modern One Bedroom in River North ~ Pool & Gym,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/7081378495.html,2136,-87.634215,41.890836
1568, (Chicago),Fully Furnished - Month to Month - 1 Bedroom at One Eleven,https://chicago.craigslist.org/chc/apa/d/chicago-fully-furnished-month-to-month/7081753464.html,3500,-87.63147,41.887042
1569, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED / 2 BATH PLUS DEN – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-2-bath/7068666570.html,2383,-87.645753,41.887432
1570, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED / 2 BATH PLUS DEN – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-2-bath/7068668092.html,2223,-87.645753,41.887432
1571, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED / 1.5 BATH – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-15-bath/7069313469.html,2248,-87.645753,41.887432
1572, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED/ 2 BATH PLUS DEN – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-2-bath/7080698139.html,2335,-87.645753,41.887432
1573, (WEST LOOP/RIVER WEST),"AWESOME WEST LOOP 1 BED / 2 BATH / DEN – HWD, GRANITE, BALCONY",https://chicago.craigslist.org/chc/apa/d/chicago-awesome-west-loop-1-bed-2-bath/7080698460.html,2223,-87.645753,41.887432
